100.000	0.000
101.000	0.000
102.000	0.000
103.000	0.000
104.000	0.000
105.000	0.000
106.000	0.000
107.000	0.000
108.000	0.000
109.000	0.000
110.000	0.000
111.000	0.000
112.000	0.000
113.000	0.000
114.000	0.000
115.000	0.000
116.000	0.000
117.000	0.000
118.000	0.000
119.000	0.000
120.000	0.000
121.000	0.000
122.000	0.000
123.000	0.000
124.000	0.000
125.000	0.000
126.000	0.000
127.000	0.000
128.000	0.000
129.000	0.000
130.000	0.000
131.000	0.000
132.000	0.000
133.000	0.000
134.000	0.000
135.000	0.000
136.000	0.000
137.000	0.000
138.000	0.000
139.000	0.000
140.000	0.000
141.000	0.000
142.000	0.000
143.000	0.000
144.000	0.000
145.000	0.000
146.000	0.000
147.000	0.000
148.000	0.000
149.000	0.000
150.000	0.000
151.000	0.000
152.000	0.000
153.000	0.000
154.000	0.000
155.000	0.000
156.000	0.000
157.000	0.000
158.000	0.000
159.000	0.000
160.000	0.000
161.000	0.000
162.000	0.000
163.000	0.000
164.000	0.000
165.000	0.000
166.000	0.000
167.000	0.000
168.000	0.000
169.000	0.000
170.000	0.000
171.000	0.000
172.000	0.000
173.000	0.000
174.000	0.000
175.000	0.000
176.000	0.000
177.000	0.000
178.000	0.000
179.000	0.000
180.000	0.000
181.000	0.000
182.000	0.000
183.000	0.000
184.000	0.000
185.000	0.000
186.000	0.000
187.000	0.000
188.000	0.000
189.000	0.000
190.000	0.000
191.000	0.000
192.000	0.000
193.000	0.000
194.000	0.000
195.000	0.000
196.000	0.000
197.000	0.000
198.000	0.000
199.000	0.000
200.000	0.000
201.000	0.000
202.000	0.000
203.000	0.000
204.000	0.000
205.000	0.000
206.000	0.000
207.000	0.000
208.000	0.000
209.000	0.000
210.000	0.000
211.000	0.000
212.000	0.000
213.000	0.000
214.000	0.000
215.000	0.000
216.000	0.000
217.000	0.000
218.000	0.000
219.000	0.000
220.000	0.000
221.000	0.000
222.000	0.000
223.000	0.000
224.000	0.000
225.000	0.000
226.000	0.100
227.000	0.300
228.000	0.400
229.000	0.500
230.000	0.600
231.000	0.800
232.000	1.000
233.000	1.200
234.000	1.500
235.000	1.700
236.000	1.900
237.000	2.100
238.000	2.300
239.000	2.500
240.000	2.700
241.000	3.000
242.000	3.300
243.000	3.500
244.000	3.800
245.000	4.100
246.000	4.400
247.000	4.800
248.000	5.200
249.000	5.500
250.000	5.900
251.000	6.300
252.000	6.800
253.000	7.300
254.000	7.700
255.000	8.200
256.000	8.600
257.000	9.100
258.000	9.600
259.000	10.000
260.000	10.500
261.000	10.900
262.000	11.300
263.000	11.800
264.000	12.200
265.000	12.700
266.000	13.800
267.000	14.900
268.000	16.000
269.000	17.100
270.000	18.200
271.000	18.800
272.000	19.300
273.000	19.800
274.000	20.300
275.000	20.900
276.000	21.400
277.000	21.900
278.000	22.500
279.000	23.000
280.000	23.500
281.000	24.000
282.000	24.400
283.000	24.900
284.000	25.300
285.000	25.800
286.000	26.200
287.000	26.700
288.000	27.100
289.000	27.600
290.000	28.100
291.000	28.400
292.000	28.700
293.000	29.000
294.000	29.300
295.000	29.700
296.000	30.000
297.000	30.300
298.000	30.600
299.000	30.900
300.000	31.300
301.000	31.500
302.000	31.700
303.000	31.900
304.000	32.100
305.000	32.300
306.000	32.500
307.000	32.700
308.000	32.900
309.000	33.100
310.000	33.400
311.000	33.500
312.000	33.600
313.000	33.700
314.000	33.800
315.000	33.900
316.000	34.000
317.000	34.100
318.000	34.300
319.000	34.400
320.000	34.500
321.000	34.500
322.000	34.600
323.000	34.700
324.000	34.700
325.000	34.800
326.000	34.800
327.000	34.900
328.000	34.900
329.000	35.000
330.000	35.100
331.000	35.100
332.000	35.100
333.000	35.100
334.000	35.100
335.000	35.100
336.000	35.100
337.000	35.100
338.000	35.100
339.000	35.100
340.000	35.100
341.000	35.100
342.000	35.100
343.000	35.000
344.000	35.000
345.000	35.000
346.000	35.000
347.000	35.000
348.000	35.000
349.000	35.000
350.000	34.900
351.000	34.900
352.000	34.900
353.000	34.800
354.000	34.800
355.000	34.700
356.000	34.700
357.000	34.700
358.000	34.600
359.000	34.600
360.000	34.500
361.000	34.600
362.000	34.600
363.000	34.600
364.000	34.600
365.000	34.600
366.000	34.600
367.000	34.600
368.000	34.700
369.000	34.700
370.000	34.700
371.000	34.700
372.000	34.700
373.000	34.800
374.000	34.800
375.000	34.800
376.000	34.900
377.000	34.900
378.000	34.900
379.000	34.900
380.000	35.000
381.000	34.900
382.000	34.900
383.000	34.900
384.000	34.800
385.000	34.800
386.000	34.800
387.000	34.700
388.000	34.700
389.000	34.700
390.000	34.600
391.000	34.600
392.000	34.500
393.000	34.500
394.000	34.400
395.000	34.300
396.000	34.300
397.000	34.200
398.000	34.200
399.000	34.100
400.000	34.100
401.000	34.000
402.000	33.900
403.000	33.800
404.000	33.800
405.000	33.700
406.000	33.600
407.000	33.500
408.000	33.500
409.000	33.400
