radius_m,t0_s,method,recovered,recovered_snr,offset_ms,chi2_reduced,n_local_candidates
100,1765924764.6363142,dc_despike,True,37.2580847547384,-1.6531944274902344,0.6373986157647331,20
100,1765924764.6363142,highpass_despike,True,28.866176444969046,-1.1289119720458984,0.7572939873999343,1
100,1765924505.1135538,raw,True,29.638790186863744,-0.40411949157714844,1.3771664550447422,33
100,1765924505.1135538,highpass,True,25.00467868618373,-0.40411949157714844,1.8173155403171515,2
100,1765924505.1135538,dc_fft_swap,False,,,,3
100,1765924505.1135538,dc_detrend,False,,,,36
100,1765924505.1135538,dc_despike,False,,,,15
100,1765924505.1135538,highpass_despike,False,,,,1
100,1765924609.420293,raw,True,34.294521520733355,1.0027885437011719,1.501525106971829,33
100,1765924609.420293,highpass,False,,,,2
100,1765924609.420293,dc_fft_swap,False,,,,4
100,1765924609.420293,dc_detrend,True,40.75017820412031,1.5270709991455078,1.3244450387352529,32
100,1765924609.420293,dc_despike,True,36.44763538375029,1.0027885437011719,1.6959842631775934,26
100,1765924609.420293,highpass_despike,False,,,,1
100,1765924539.7020805,raw,True,40.04833342216215,-0.07867813110351562,0.49860641285971685,23
100,1765924539.7020805,highpass,True,25.679005772731177,0.4456043243408203,0.5661174090739001,2
100,1765924539.7020805,dc_fft_swap,True,43.261601256972135,219.07377243041992,0.48219973726992477,2
100,1765924539.7020805,dc_detrend,True,36.696072149964195,-0.07867813110351562,0.4091524414036449,31
100,1765924539.7020805,dc_despike,True,42.5626890118691,-0.07867813110351562,0.5631798135130185,29
100,1765924539.7020805,highpass_despike,True,26.76481800395866,0.4456043243408203,0.6150050610934906,3
100,1765924737.2020674,raw,True,36.40718758066445,0.7970333099365234,0.3454738546329327,26
100,1765924737.2020674,highpass,True,27.249356032321906,0.7970333099365234,0.5275580028083242,1
100,1765924737.2020674,dc_fft_swap,False,,,,4
100,1765924737.2020674,dc_detrend,True,34.23389009656042,0.7970333099365234,0.30545935264104374,24
100,1765924737.2020674,dc_despike,True,38.69294101349758,0.7970333099365234,0.3902154003794158,26
100,1765924737.2020674,highpass_despike,True,28.401569024321272,0.7970333099365234,0.5731158175797064,1
100,1765924467.0633247,raw,True,37.88874143352159,1.720428466796875,0.8229444994007894,23
100,1765924467.0633247,highpass,True,24.347855585452297,1.196146011352539,0.907389460048357,2
100,1765924467.0633247,dc_fft_swap,False,,,,4
100,1765924467.0633247,dc_detrend,True,35.62700379583955,1.720428466796875,0.727626969958586,19
100,1765924467.0633247,dc_despike,True,40.26751130157351,1.720428466796875,0.9295221997766349,24
100,1765924467.0633247,highpass_despike,True,25.377381402488354,1.196146011352539,0.9857480115750731,2
100,1765924697.3403356,raw,True,38.58028526024406,-1.7094612121582031,0.4092604598032404,32
100,1765924697.3403356,highpass,True,24.423304990301293,-1.1851787567138672,0.522451891101097,2
100,1765924697.3403356,dc_fft_swap,False,,,,3
100,1765924697.3403356,dc_detrend,True,36.2772664756612,-1.7094612121582031,0.36185787560074667,34
100,1765924697.3403356,dc_despike,True,41.002472342888105,-1.7094612121582031,0.46226286603154626,32
100,1765924697.3403356,highpass_despike,True,25.456021113354208,-1.1851787567138672,0.5675687623361827,2
100,1765924620.0625935,raw,True,32.759780423596176,-1.3968944549560547,1.0628184766819668,31
100,1765924620.0625935,highpass,True,27.892881279464035,-0.3483295440673828,1.5055791608684783,4
100,1765924620.0625935,dc_fft_swap,False,,,,4
100,1765924620.0625935,dc_detrend,True,30.804211946447065,-1.3968944549560547,0.9397175488349313,36
100,1765924620.0625935,dc_despike,True,34.81653859521234,-1.3968944549560547,1.2004617190199378,35
100,1765924620.0625935,highpass_despike,True,29.072305121861373,-0.3483295440673828,1.635595000206281,3
150,1765924457.765908,raw,True,78.5817033260744,-0.1590251922607422,0.8737503490666002,23
150,1765924457.765908,highpass,True,61.29401824795935,-0.1590251922607422,1.1100247928115732,3
150,1765924457.765908,dc_fft_swap,False,,,,4
150,1765924457.765908,dc_detrend,True,73.89083238865915,-0.1590251922607422,0.7725482331487792,18
150,1765924457.765908,dc_despike,True,83.51530051035247,-0.1590251922607422,0.9869078013296819,25
150,1765924457.765908,highpass_despike,True,63.88577726323203,-0.1590251922607422,1.2058821272342395,3
150,1765924751.3316693,raw,True,84.16900190752963,-0.81634521484375,0.45897084174469477,20
150,1765924751.3316693,highpass,True,60.511628223873494,-0.29206275939941406,0.506293472341902,1
150,1765924751.3316693,dc_fft_swap,True,15.208347045141528,4.950761795043945,0.5879465782127903,4
150,1765924751.3316693,dc_detrend,True,79.14460172061898,-0.81634521484375,0.4058105535928623,18
150,1765924751.3316693,dc_despike,True,89.45338660827072,-0.81634521484375,0.5184111282869014,20
150,1765924751.3316693,highpass_despike,True,63.0703046242949,-0.29206275939941406,0.5500149666802082,1
150,1765924728.1571846,raw,True,75.36245534143468,-0.9098052978515625,0.39348571055862397,28
150,1765924728.1571846,highpass,True,59.761663508923284,-0.38552284240722656,0.6038568535803909,2
150,1765924728.1571846,dc_fft_swap,False,,,,4
150,1765924728.1571846,dc_detrend,True,70.86337041936345,-0.9098052978515625,0.34778739914872725,28
150,1765924728.1571846,dc_despike,True,80.09393839328415,-0.9098052978515625,0.4444451643159904,28
150,1765924728.1571846,highpass_despike,True,62.28862836771847,-0.38552284240722656,0.6560035342058392,2
150,1765924651.7813983,raw,True,83.56652253232784,-0.25343894958496094,1.4394005584731007,30
150,1765924651.7813983,highpass,True,58.81062194722401,-0.25343894958496094,1.9306524835603476,3
150,1765924651.7813983,dc_fft_swap,False,,,,3
150,1765924651.7813983,dc_detrend,True,72.3733040682933,-0.25343894958496094,1.2931293223141336,31
150,1765924651.7813983,dc_despike,True,88.8130817543217,-0.25343894958496094,1.6258141034369125,32
150,1765924651.7813983,highpass_despike,False,,,,3
150,1765924787.4215963,raw,True,87.5987673907877,-0.33020973205566406,0.7499128896045315,31
150,1765924787.4215963,highpass,True,59.85683331622852,0.19407272338867188,0.9965707993339651,2
150,1765924787.4215963,dc_fft_swap,False,,,,5
150,1765924787.4215963,dc_detrend,True,82.36963013982027,-0.33020973205566406,0.6630542448405001,31
150,1765924787.4215963,dc_despike,True,93.09848314971066,-0.33020973205566406,0.8470324296396751,27
150,1765924787.4215963,highpass_despike,True,62.387822339422065,0.19407272338867188,1.082630697280619,2
150,1765924692.200151,raw,True,76.30697430962786,-0.5958080291748047,0.44769634139231435,33
150,1765924692.200151,highpass,True,59.12864416977209,-0.07152557373046875,0.5720350011708013,2
150,1765924692.200151,dc_fft_swap,False,,,,4
150,1765924692.200151,dc_detrend,True,71.75189147277676,-0.5958080291748047,0.3958419220081381,32
150,1765924692.200151,dc_despike,True,81.09775712115088,-0.5958080291748047,0.5056764926261029,33
150,1765924692.200151,highpass_despike,True,61.628842410453736,-0.07152557373046875,0.6214336729516468,2
150,1765924481.2277117,raw,True,85.25712881024425,-0.5991458892822266,1.7594258999632038,26
150,1765924481.2277117,highpass,True,55.94088251072178,-0.5991458892822266,1.4457396591001594,3
150,1765924481.2277117,dc_fft_swap,False,,,,3
150,1765924481.2277117,dc_detrend,True,80.16777377191002,-0.5991458892822266,1.555640431874861,28
150,1765924481.2277117,dc_despike,True,90.60982941145768,-0.5991458892822266,1.9872852106898884,24
150,1765924481.2277117,highpass_despike,True,58.30628929451179,-0.5991458892822266,1.5705879966219323,3
150,1765924795.3444257,raw,True,76.72178342928494,-1.1680126190185547,1.192331776139313,32
150,1765924795.3444257,highpass,True,60.71625567840874,-1.1680126190185547,1.8406053938686617,3
150,1765924795.3444257,dc_fft_swap,False,,,,4
150,1765924795.3444257,dc_detrend,True,74.97551775158345,-1.1680126190185547,0.935639865360981,35
150,1765924795.3444257,dc_despike,True,81.53860921287563,-1.1680126190185547,1.3467479960405375,23
150,1765924795.3444257,highpass_despike,False,,,,1
150,1765924642.997248,raw,True,77.5173786605711,0.49996376037597656,0.7635316214141008,33
150,1765924642.997248,highpass,True,57.45768049653249,0.49996376037597656,1.2166902216282347,3
150,1765924642.997248,dc_fft_swap,False,,,,4
150,1765924642.997248,dc_detrend,True,68.92445529096906,0.49996376037597656,0.7597311272375421,36
150,1765924642.997248,dc_despike,True,82.38415432087308,0.49996376037597656,0.8624148929273161,35
150,1765924642.997248,highpass_despike,True,59.887223634349255,0.49996376037597656,1.3217587590326991,3
150,1765924676.8336046,raw,True,78.68130211064707,0.6422996520996094,0.6552102134892287,34
150,1765924676.8336046,highpass,True,58.619700136610916,0.11801719665527344,1.0110740068123878,2
150,1765924676.8336046,dc_fft_swap,False,,,,4
150,1765924676.8336046,dc_detrend,True,73.98448570470438,0.6422996520996094,0.5793205042068105,35
150,1765924676.8336046,dc_despike,True,83.62115240808413,0.6422996520996094,0.7400650218843204,34
150,1765924676.8336046,highpass_despike,True,61.098378164979536,0.11801719665527344,1.0983863441806327,2
150,1765924470.422168,raw,True,77.9463843744936,0.41747093200683594,0.5206691141190876,21
150,1765924470.422168,highpass,True,58.86898632006516,0.41747093200683594,0.8986701702943546,2
150,1765924470.422168,dc_fft_swap,False,,,,3
150,1765924470.422168,dc_detrend,True,73.29343828573674,0.41747093200683594,0.46036262485908397,19
150,1765924470.422168,dc_despike,True,82.84009431202122,0.41747093200683594,0.5880998058363859,23
150,1765924470.422168,highpass_despike,True,61.358205176589934,0.41747093200683594,0.9762757585726007,2
150,1765924742.1133084,raw,True,87.71497464329236,-0.4870891571044922,0.5886006171630194,23
150,1765924742.1133084,highpass,True,61.21379093526772,0.03719329833984375,0.5671350384040698,1
150,1765924742.1133084,dc_fft_swap,True,19.57606255505981,0.5614757537841797,0.5742943520154977,4
150,1765924742.1133084,dc_detrend,True,82.47890049479771,-0.4870891571044922,0.5204259629828323,22
150,1765924742.1133084,dc_despike,True,93.22198624526125,-0.4870891571044922,0.6648289658095136,23
150,1765924742.1133084,highpass_despike,True,63.802157615254124,0.03719329833984375,0.6161105688527296,1
150,1765924764.6363142,raw,True,78.92167275682175,-0.6046295166015625,0.563123983738375,19
150,1765924764.6363142,highpass,True,61.064279532667676,-0.6046295166015625,0.6972069401070717,1
150,1765924764.6363142,dc_fft_swap,True,50.85182890480461,-7.42030143737793,0.9111982740039816,4
150,1765924764.6363142,dc_detrend,True,74.2105076204415,-0.6046295166015625,0.49790016009209537,17
150,1765924764.6363142,dc_despike,True,83.87661425097454,-0.6046295166015625,0.6360529106064939,19
150,1765924764.6363142,highpass_despike,True,63.64632426580428,-0.6046295166015625,0.7574149636146983,1
150,1765924505.1135538,raw,True,73.62362661733782,-0.40411949157714844,1.367569057922743,33
150,1765924505.1135538,highpass,True,56.019255373134776,-0.40411949157714844,1.8166211209097636,2
150,1765924505.1135538,dc_fft_swap,False,,,,3
150,1765924505.1135538,dc_detrend,False,,,,36
150,1765924505.1135538,dc_despike,False,,,,15
150,1765924505.1135538,highpass_despike,False,,,,1
150,1765924609.420293,raw,True,78.20441346720439,0.47850608825683594,1.4885106636163203,33
150,1765924609.420293,highpass,False,,,,2
150,1765924609.420293,dc_fft_swap,False,,,,4
150,1765924609.420293,dc_detrend,True,81.69750410219861,0.47850608825683594,1.30501819893914,32
150,1765924609.420293,dc_despike,True,83.11432325216951,0.47850608825683594,1.6812843483893072,25
150,1765924609.420293,highpass_despike,False,,,,1
150,1765924539.7020805,raw,True,83.6571536553619,-0.07867813110351562,0.4963147607808807,24
150,1765924539.7020805,highpass,True,58.51325689676719,-0.07867813110351562,0.5657997307694207,2
150,1765924539.7020805,dc_fft_swap,True,46.08261108677751,0.9698867797851562,0.6572995342686666,2
