radius_m,t0_s,method,recovered,recovered_snr,offset_ms,chi2_reduced,n_local_candidates
150,1765924539.7020805,dc_detrend,True,77.73906121031766,-0.07867813110351562,0.4065646732179189,32
150,1765924539.7020805,dc_despike,True,88.90940297358026,-0.07867813110351562,0.5605913747021467,30
150,1765924539.7020805,highpass_despike,True,60.987434074410665,-0.07867813110351562,0.6146599493517866,3
150,1765924737.2020674,raw,True,80.1810177055599,0.2727508544921875,0.3422876287232837,26
150,1765924737.2020674,highpass,True,60.55701842459575,0.2727508544921875,0.5273294861781831,1
150,1765924737.2020674,dc_fft_swap,False,,,,4
150,1765924737.2020674,dc_detrend,True,75.39467699560241,0.2727508544921875,0.30264217128078424,23
150,1765924737.2020674,dc_despike,True,85.21502468735359,0.2727508544921875,0.3866165334829499,26
150,1765924737.2020674,highpass_despike,True,63.11761410629924,0.2727508544921875,0.5728675671605739,1
150,1765924467.0633247,raw,True,81.5456059647537,0.6718635559082031,0.8170659734316438,21
150,1765924467.0633247,highpass,True,57.09832368402592,0.6718635559082031,0.906848398666463,2
150,1765924467.0633247,dc_fft_swap,False,,,,4
150,1765924467.0633247,dc_detrend,True,76.67780726730483,0.6718635559082031,0.7224293241369458,19
150,1765924467.0633247,dc_despike,True,86.66528592776699,0.6718635559082031,0.9228823590653074,23
150,1765924467.0633247,highpass_despike,True,59.51267176227348,0.6718635559082031,0.9851602262801968,2
150,1765924697.3403356,raw,True,82.21065701544497,-0.6608963012695312,0.40555539771276233,32
150,1765924697.3403356,highpass,True,57.54776009619509,-0.6608963012695312,0.5223583258916915,2
150,1765924697.3403356,dc_fft_swap,False,,,,3
150,1765924697.3403356,dc_detrend,True,77.30315863583675,-0.6608963012695312,0.3585819522494583,33
150,1765924697.3403356,dc_despike,True,87.37209089638334,-0.6608963012695312,0.4580779696416223,32
150,1765924697.3403356,highpass_despike,True,59.981112163842056,-0.6608963012695312,0.5674671172067371,2
150,1765924620.0625935,raw,True,76.65500454517428,-0.8726119995117188,1.0540116213212685,31
150,1765924620.0625935,highpass,True,61.88609319559258,-0.3483295440673828,1.5047454694739828,4
150,1765924620.0625935,dc_fft_swap,True,23.773172016444708,3.3216476440429688,1.1340812130820626,4
150,1765924620.0625935,dc_detrend,True,72.07914632616466,-0.8726119995117188,0.9319307473123094,36
150,1765924620.0625935,dc_despike,True,81.46763774829559,-0.8726119995117188,1.1905143075311297,34
150,1765924620.0625935,highpass_despike,True,64.50288753449237,-0.3483295440673828,1.6346893145326262,3
200,1765924457.765908,raw,True,137.5219321497854,-0.1590251922607422,0.865042185522452,23
200,1765924457.765908,highpass,True,106.29586847592476,-0.1590251922607422,1.1093759087085981,2
200,1765924457.765908,dc_fft_swap,False,,,,4
200,1765924457.765908,dc_detrend,True,129.31267213792495,-0.1590251922607422,0.7648486924651194,18
200,1765924457.765908,dc_despike,True,146.1559752986762,-0.1590251922607422,0.977071863013714,25
200,1765924457.765908,highpass_despike,True,110.79048774357064,-0.1590251922607422,1.205177208076135,3
200,1765924751.3316693,raw,True,142.81943254285187,-0.29206275939941406,0.4561235689347945,20
200,1765924751.3316693,highpass,True,106.30073379718635,-0.29206275939941406,0.505960243213616,1
200,1765924751.3316693,dc_fft_swap,True,24.377694073792288,1.2807846069335938,1.1130137416997392,4
200,1765924751.3316693,dc_detrend,True,134.29394254890937,-0.29206275939941406,0.40329306609665533,17
200,1765924751.3316693,dc_despike,True,151.7860688007835,-0.29206275939941406,0.5151951115475589,20
200,1765924751.3316693,highpass_despike,True,110.79555879029455,-0.29206275939941406,0.5496529612072888,1
200,1765924728.1571846,raw,True,134.3675420118417,-0.38552284240722656,0.39068529408028363,29
200,1765924728.1571846,highpass,True,105.66144768490511,-0.38552284240722656,0.603620011435449,2
200,1765924728.1571846,dc_fft_swap,False,,,,4
200,1765924728.1571846,dc_detrend,True,126.34612661651008,-0.38552284240722656,0.3453151888660411,28
200,1765924728.1571846,dc_despike,True,142.8035430002298,-0.38552284240722656,0.44128207216684434,29
200,1765924728.1571846,highpass_despike,True,110.12924107538383,-0.38552284240722656,0.6557462393134991,2
200,1765924651.7813983,raw,True,142.2215435160918,-0.25343894958496094,1.4213134767524018,29
200,1765924651.7813983,highpass,True,103.62772825424274,-0.25343894958496094,1.9293515852230358,3
200,1765924651.7813983,dc_fft_swap,False,,,,3
200,1765924651.7813983,dc_detrend,True,127.79540252566585,-0.25343894958496094,1.2763439064952824,31
200,1765924651.7813983,dc_despike,True,151.15064249124532,-0.25343894958496094,1.605384604241274,32
200,1765924651.7813983,highpass_despike,False,,,,3
200,1765924787.4215963,raw,True,146.10256132046115,-0.33020973205566406,0.7497883869854198,31
200,1765924787.4215963,highpass,True,104.89690325402925,0.19407272338867188,0.9962505800866479,2
200,1765924787.4215963,dc_fft_swap,True,33.05032307727599,2.8154850006103516,1.9154747933989678,5
200,1765924787.4215963,dc_detrend,True,137.38108762147257,-0.33020973205566406,0.6629441627346444,31
200,1765924787.4215963,dc_despike,True,155.27532234035706,-0.33020973205566406,0.8468918029649981,27
200,1765924787.4215963,highpass_despike,True,109.33236861351999,0.19407272338867188,1.0822828251703411,2
200,1765924692.200151,raw,True,135.26774014867667,-0.07152557373046875,0.44391769431179745,33
200,1765924692.200151,highpass,True,104.51655500230277,-0.07152557373046875,0.5717346565931813,2
200,1765924692.200151,dc_fft_swap,False,,,,4
200,1765924692.200151,dc_detrend,True,127.19304229693488,-0.07152557373046875,0.392500936646743,32
200,1765924692.200151,dc_despike,True,143.76025830079632,-0.07152557373046875,0.5014084814187626,33
200,1765924692.200151,highpass_despike,True,108.9359376992673,-0.07152557373046875,0.6211073918086406,2
200,1765924481.2277117,raw,True,143.77249067477837,-0.5991458892822266,1.7505041145279798,26
200,1765924481.2277117,highpass,True,101.15916038210447,-0.5991458892822266,1.4449354663811251,2
200,1765924481.2277117,dc_fft_swap,True,44.52682880185739,0.9737014770507812,1.3784177368608057,3
200,1765924481.2277117,dc_detrend,True,135.1901086499497,-0.5991458892822266,1.5477520120511912,28
200,1765924481.2277117,dc_despike,True,152.79896280692893,-0.5991458892822266,1.977207984789815,24
200,1765924481.2277117,highpass_despike,True,105.43657885444394,-0.5991458892822266,1.5697143570122452,3
200,1765924795.3444257,raw,True,135.72615671332932,-0.6437301635742188,1.1846578208935221,32
200,1765924795.3444257,highpass,True,105.75992964975576,-0.6437301635742188,1.8399907383793999,3
200,1765924795.3444257,dc_fft_swap,False,,,,4
200,1765924795.3444257,dc_detrend,True,130.33660963251708,-0.6437301635742188,0.9274769074826067,35
200,1765924795.3444257,dc_despike,True,144.24745564490357,-0.6437301635742188,1.3380802040250992,23
200,1765924795.3444257,highpass_despike,False,,,,1
200,1765924642.997248,raw,True,136.4074396798017,0.49996376037597656,0.7568396543949766,32
200,1765924642.997248,highpass,True,103.47373893712893,0.49996376037597656,1.2162767506572234,3
200,1765924642.997248,dc_fft_swap,False,,,,4
200,1765924642.997248,dc_detrend,True,124.47128642162514,0.49996376037597656,0.7553140394844055,36
200,1765924642.997248,dc_despike,True,144.97151161810427,0.49996376037597656,0.8548562642361004,35
200,1765924642.997248,highpass_despike,True,107.8490271528465,0.49996376037597656,1.3213095823500687,3
200,1765924676.8336046,raw,True,137.5575541266163,0.11801719665527344,0.6490367336266658,34
200,1765924676.8336046,highpass,True,103.19293266666394,0.11801719665527344,1.0105456784757976,2
200,1765924676.8336046,dc_fft_swap,False,,,,4
200,1765924676.8336046,dc_detrend,True,129.34616768978958,0.11801719665527344,0.5738620675202942,35
200,1765924676.8336046,dc_despike,True,146.1938337310324,0.11801719665527344,0.7330920284609431,34
200,1765924676.8336046,highpass_despike,True,107.55634725745324,0.11801719665527344,1.0978123915063038,2
200,1765924470.422168,raw,True,136.8385956004144,-0.1068115234375,0.5147935053805505,21
200,1765924470.422168,highpass,True,104.01019353740186,0.41747093200683594,0.8982424810610237,2
200,1765924470.422168,dc_fft_swap,False,,,,3
200,1765924470.422168,dc_detrend,True,128.67012680870127,-0.1068115234375,0.4551675583798778,19
200,1765924470.422168,dc_despike,True,145.42973681242685,-0.1068115234375,0.5814632601596743,23
200,1765924470.422168,highpass_despike,True,108.40816522348545,0.41747093200683594,0.9758111357949618,2
200,1765924742.1133084,raw,True,146.23589862752692,0.03719329833984375,0.5886401732330578,23
200,1765924742.1133084,highpass,True,106.88507919830091,0.03719329833984375,0.5667797846590589,1
200,1765924742.1133084,dc_fft_swap,True,28.681667480994236,0.5614757537841797,1.1061986960462487,4
200,1765924742.1133084,dc_detrend,True,137.50646546632112,0.03719329833984375,0.520460937471886,21
200,1765924742.1133084,dc_despike,True,155.417030967143,0.03719329833984375,0.6648736446976565,23
200,1765924742.1133084,highpass_despike,True,111.40461267854477,0.03719329833984375,0.6157246368046206,1
200,1765924764.6363142,raw,True,137.8230751814039,-0.6046295166015625,0.5578568026137847,19
200,1765924764.6363142,highpass,True,106.8123001050914,-0.08034706115722656,0.6968930140549217,1
200,1765924764.6363142,dc_fft_swap,True,59.295607929299045,-0.6046295166015625,1.4157006566182797,4
200,1765924764.6363142,dc_detrend,True,129.59583868093054,-0.6046295166015625,0.4932430501111679,16
200,1765924764.6363142,dc_despike,True,146.47602500131316,-0.6046295166015625,0.6301035886423566,19
200,1765924764.6363142,highpass_despike,True,111.32875619089543,-0.08034706115722656,0.7570739281549386,1
200,1765924505.1135538,raw,True,132.67685738059265,-0.40411949157714844,1.3555737622435104,33
200,1765924505.1135538,highpass,True,98.54132452934522,-0.40411949157714844,1.8158065656892701,2
200,1765924505.1135538,dc_fft_swap,False,,,,3
200,1765924505.1135538,dc_detrend,False,,,,36
200,1765924505.1135538,dc_despike,False,,,,15
200,1765924505.1135538,highpass_despike,False,,,,1
200,1765924609.420293,raw,True,137.15266152461584,-0.0457763671875,1.4723755593868848,33
200,1765924609.420293,highpass,False,,,,2
200,1765924609.420293,dc_fft_swap,False,,,,4
200,1765924609.420293,dc_detrend,True,136.77206095018337,0.47850608825683594,1.292463163422527,32
200,1765924609.420293,dc_despike,True,145.76352074595783,-0.0457763671875,1.663059622921319,25
200,1765924609.420293,highpass_despike,False,,,,2
200,1765924539.7020805,raw,True,142.29393556667625,-0.07867813110351562,0.49282156259214815,24
200,1765924539.7020805,highpass,True,103.53884069464125,-0.07867813110351562,0.5654591964803356,2
200,1765924539.7020805,dc_fft_swap,True,54.47199374802941,0.4456043243408203,1.1251806084453222,2
200,1765924539.7020805,dc_detrend,True,132.91575181551315,-0.07867813110351562,0.4029721734948834,32
200,1765924539.7020805,dc_despike,True,151.22757953388023,-0.07867813110351562,0.556645780233734,30
200,1765924539.7020805,highpass_despike,True,107.91688167599185,-0.07867813110351562,0.6142900078733824,3
200,1765924737.2020674,raw,True,138.99788479907465,0.2727508544921875,0.3384221451655897,26
200,1765924737.2020674,highpass,True,106.23590609629885,0.2727508544921875,0.52703344544726,1
200,1765924737.2020674,dc_fft_swap,False,,,,4
200,1765924737.2020674,dc_detrend,True,130.70051899293253,0.2727508544921875,0.2992244072753642,22
200,1765924737.2020674,dc_despike,True,147.72459272267062,0.2727508544921875,0.3822504398006124,26
200,1765924737.2020674,highpass_despike,True,110.72798991199663,0.2727508544921875,0.5725459615273796,1
200,1765924467.0633247,raw,True,140.25339669255106,0.1475811004638672,0.8104715822513135,21
200,1765924467.0633247,highpass,True,102.02224202467076,0.1475811004638672,0.9064633494959395,2
200,1765924467.0633247,dc_fft_swap,False,,,,4
200,1765924467.0633247,dc_detrend,True,131.88108412395138,0.1475811004638672,0.7165987281772445,19
200,1765924467.0633247,dc_despike,True,149.05892945297686,0.1475811004638672,0.9154339430413941,23
200,1765924467.0633247,highpass_despike,True,106.33615507987453,0.1475811004638672,0.9847419257919126,2
200,1765924697.3403356,raw,True,140.88866116307878,-0.6608963012695312,0.403741052433619,33
200,1765924697.3403356,highpass,True,102.97863968596586,-0.1366138458251953,0.5220842698742336,2
200,1765924697.3403356,dc_fft_swap,False,,,,3
200,1765924697.3403356,dc_detrend,True,132.47842699802302,-0.6608963012695312,0.3569777534743471,33
200,1765924697.3403356,dc_despike,True,149.73407774976957,-0.6608963012695312,0.45602865256586367,33
200,1765924697.3403356,highpass_despike,True,107.33299310275305,-0.1366138458251953,0.567169394799586,2
200,1765924620.0625935,raw,True,135.61440182896854,-0.3483295440673828,1.035884595315963,31
200,1765924620.0625935,highpass,True,108.50276997800034,-0.3483295440673828,1.5037203055344106,4
200,1765924620.0625935,dc_fft_swap,True,32.44047167853248,-1.3968944549560547,1.6687517215333365,4
200,1765924620.0625935,dc_detrend,True,127.51901028986221,-0.3483295440673828,0.9159032837151815,36
200,1765924620.0625935,dc_despike,True,144.12868445064527,-0.3483295440673828,1.1700396909559798,34
200,1765924620.0625935,highpass_despike,True,113.09070596769048,-0.3483295440673828,1.6335756215050283,3
300,1765924457.765908,raw,True,291.4077235555574,-0.1590251922607422,0.8437007521381376,23
300,1765924457.765908,highpass,True,225.51724736122188,-0.1590251922607422,1.1078367180791202,2
300,1765924457.765908,dc_fft_swap,False,,,,4
300,1765924457.765908,dc_detrend,True,274.01237624814513,-0.1590251922607422,0.7459791301564715,18
300,1765924457.765908,dc_despike,True,309.70318246721905,-0.1590251922607422,0.952966548353711,25
300,1765924457.765908,highpass_despike,True,235.0530287580857,-0.1590251922607422,1.2035050990543241,3
300,1765924751.3316693,raw,True,296.2256274425676,-0.29206275939941406,0.4452889588226034,20
300,1765924751.3316693,highpass,True,227.64434080675457,-0.29206275939941406,0.5052939892116829,1
300,1765924751.3316693,dc_fft_swap,False,,,,4
300,1765924751.3316693,dc_detrend,True,278.5426792768606,-0.29206275939941406,0.3937133744742484,17
300,1765924751.3316693,dc_despike,True,314.82356894298715,-0.29206275939941406,0.5029573353274869,20
300,1765924751.3316693,highpass_despike,True,237.27006431822218,-0.29206275939941406,0.5489291721547088,1
300,1765924728.1571846,raw,True,288.40404072094606,-0.38552284240722656,0.3849403804215013,29
300,1765924728.1571846,highpass,True,227.28246172520085,-0.38552284240722656,0.6033866504098735,2
300,1765924728.1571846,dc_fft_swap,False,,,,4
300,1765924728.1571846,dc_detrend,True,271.1875665863482,-0.38552284240722656,0.3402368061735676,27
300,1765924728.1571846,dc_despike,True,306.510919332766,-0.38552284240722656,0.43479314759717236,29
300,1765924728.1571846,highpass_despike,True,236.8928835253618,-0.38552284240722656,0.6554927261561744,2
300,1765924651.7813983,raw,True,295.5806502284285,-0.25343894958496094,1.3767843474150292,29
300,1765924651.7813983,highpass,True,222.37803363388505,0.270843505859375,1.9259147195402728,3
300,1765924651.7813983,dc_fft_swap,False,,,,3
300,1765924651.7813983,dc_detrend,True,272.482911099036,-0.25343894958496094,1.2352978621900852,31
300,1765924651.7813983,dc_despike,True,314.13809810714076,-0.25343894958496094,1.5550886070191636,32
300,1765924651.7813983,highpass_despike,False,,,,3
300,1765924787.4215963,raw,True,299.22024755434205,-0.33020973205566406,0.74489407412877,31
300,1765924787.4215963,highpass,True,224.23186038188288,0.19407272338867188,0.9955375933236998,2
300,1765924787.4215963,dc_fft_swap,False,,,,5
300,1765924787.4215963,dc_detrend,True,281.358537974001,-0.33020973205566406,0.6586167335623161,31
300,1765924787.4215963,dc_despike,True,318.00620036943286,-0.33020973205566406,0.8413636386037066,27
300,1765924787.4215963,highpass_despike,True,233.7132904180913,0.19407272338867188,1.081508267701029,2
300,1765924692.200151,raw,True,289.2286222801066,-0.07152557373046875,0.434122675619006,32
300,1765924692.200151,highpass,True,224.78211791639137,-0.07152557373046875,0.5709957298453304,2
300,1765924692.200151,dc_fft_swap,False,,,,4
300,1765924692.200151,dc_detrend,True,271.9633546529512,-0.07152557373046875,0.3838404257893127,30
300,1765924692.200151,dc_despike,True,307.387270618037,-0.07152557373046875,0.49034493177622157,32
300,1765924692.200151,highpass_despike,True,234.28681506685575,-0.07152557373046875,0.6203046542803087,2
300,1765924481.2277117,raw,True,296.9784307819361,-0.07486343383789062,1.7262767954967617,26
300,1765924481.2277117,highpass,True,221.02782006447015,-0.07486343383789062,1.442541904352851,2
300,1765924481.2277117,dc_fft_swap,False,,,,3
300,1765924481.2277117,dc_detrend,True,279.25054463249035,-0.07486343383789062,1.5263308217403735,28
300,1765924481.2277117,dc_despike,True,315.6236355545707,-0.07486343383789062,1.9498430398913615,23
300,1765924481.2277117,highpass_despike,True,230.37377031626687,-0.07486343383789062,1.567114096469405,3
300,1765924795.3444257,raw,True,289.67646253701975,-0.11920928955078125,1.1684233360705114,32
300,1765924795.3444257,highpass,True,225.1461051131606,-0.11920928955078125,1.8379680026094432,3
300,1765924795.3444257,dc_fft_swap,False,,,,4
300,1765924795.3444257,dc_detrend,True,274.87735504183917,-0.11920928955078125,0.9121989558010233,35
300,1765924795.3444257,dc_despike,True,307.8632276417927,-0.11920928955078125,1.3197432274052747,23
300,1765924795.3444257,highpass_despike,True,234.6668915992339,-0.11920928955078125,1.997928902653604,1
300,1765924642.997248,raw,True,290.26233786248736,-0.024318695068359375,0.7364384521111783,32
300,1765924642.997248,highpass,True,225.41027693167777,-0.024318695068359375,1.215000893252765,3
300,1765924642.997248,dc_fft_swap,False,,,,4
300,1765924642.997248,dc_detrend,True,269.4508489462862,-0.024318695068359375,0.7394016174256486,36
300,1765924642.997248,dc_despike,True,308.4858859935085,-0.024318695068359375,0.8318129479022139,35
300,1765924642.997248,highpass_despike,True,234.9415351861035,-0.024318695068359375,1.3199235469651842,3
300,1765924676.8336046,raw,True,291.3232920741033,0.11801719665527344,0.6289159602108162,33
300,1765924676.8336046,highpass,True,221.25898618717974,0.11801719665527344,1.0092854023850668,2
300,1765924676.8336046,dc_fft_swap,False,,,,5
300,1765924676.8336046,dc_detrend,True,273.93298483538115,0.11801719665527344,0.5560717822647753,33
300,1765924676.8336046,dc_despike,True,309.61345012180374,0.11801719665527344,0.7103654587100965,33
300,1765924676.8336046,highpass_despike,True,230.61471107767187,0.11801719665527344,1.0964432829755442,2
300,1765924470.422168,raw,True,290.68624743774853,-0.1068115234375,0.49798821840711077,21
300,1765924470.422168,highpass,True,223.61861251175728,-0.1068115234375,0.8972800704348327,2
300,1765924470.422168,dc_fft_swap,False,,,,3
300,1765924470.422168,dc_detrend,True,273.33396806103536,-0.1068115234375,0.4403087434188777,19
300,1765924470.422168,dc_despike,True,308.9364098949852,-0.1068115234375,0.5624815580803684,23
300,1765924470.422168,highpass_despike,True,233.0741119475347,-0.1068115234375,0.9747656152077644,2
300,1765924742.1133084,raw,True,299.36269035456394,0.03719329833984375,0.5821647437783415,23
300,1765924742.1133084,highpass,True,227.92343855056038,0.03719329833984375,0.5659224235144356,1
300,1765924742.1133084,dc_fft_swap,False,,,,4
300,1765924742.1133084,dc_detrend,True,281.49247776698945,0.03719329833984375,0.5147355244984161,20
300,1765924742.1133084,dc_despike,True,318.15758615979547,0.03719329833984375,0.6575595968662062,23
300,1765924742.1133084,highpass_despike,True,237.56096344353844,0.03719329833984375,0.6147932373551833,1
300,1765924764.6363142,raw,True,291.6084014770641,-0.08034706115722656,0.5471036778472458,19
300,1765924764.6363142,highpass,True,228.04047366412254,-0.08034706115722656,0.6958496560933766,1
300,1765924764.6363142,dc_fft_swap,False,,,,4
300,1765924764.6363142,dc_detrend,True,274.20107486416543,-0.08034706115722656,0.4837354057959551,16
300,1765924764.6363142,dc_despike,True,309.91645955604565,-0.08034706115722656,0.6179578507526889,19
300,1765924764.6363142,highpass_despike,True,237.68294727508888,-0.08034706115722656,0.7559404699418585,1
300,1765924505.1135538,raw,True,286.83066968654265,-0.40411949157714844,1.3281732484394162,32
300,1765924505.1135538,highpass,True,211.22737873736833,0.1201629638671875,1.8138873745265733,2
300,1765924505.1135538,dc_fft_swap,False,,,,3
300,1765924505.1135538,dc_detrend,False,,,,35
300,1765924505.1135538,dc_despike,False,,,,14
300,1765924505.1135538,highpass_despike,False,,,,1
300,1765924609.420293,raw,True,291.0250134165112,-0.0457763671875,1.4287839208830795,32
300,1765924609.420293,highpass,False,,,,2
300,1765924609.420293,dc_fft_swap,False,,,,4
300,1765924609.420293,dc_detrend,True,280.81719125238374,-0.0457763671875,1.2583987274801305,32
300,1765924609.420293,dc_despike,True,309.2964446272646,-0.0457763671875,1.6138225288725363,25
300,1765924609.420293,highpass_despike,False,,,,2
300,1765924539.7020805,raw,True,295.6598647388665,-0.07867813110351562,0.48233854826273065,21
300,1765924539.7020805,highpass,True,222.86079287114958,-0.07867813110351562,0.5646237555397664,2
300,1765924539.7020805,dc_fft_swap,False,,,,2
300,1765924539.7020805,dc_detrend,True,277.1988203459196,-0.07867813110351562,0.3931602094117539,31
300,1765924539.7020805,dc_despike,True,314.22228594430885,-0.07867813110351562,0.5448051341793948,29
300,1765924539.7020805,highpass_despike,True,232.28424862727218,-0.07867813110351562,0.6133824215698004,3
300,1765924737.2020674,raw,True,292.67473506360034,0.2727508544921875,0.3355126234490944,26
300,1765924737.2020674,highpass,True,227.27562734201445,0.2727508544921875,0.5266045754224895,1
300,1765924737.2020674,dc_fft_swap,False,,,,3
300,1765924737.2020674,dc_detrend,True,275.2037545335816,0.2727508544921875,0.29665188085086786,21
300,1765924737.2020674,dc_despike,True,311.049740792701,0.2727508544921875,0.3789641124380943,26
300,1765924737.2020674,highpass_despike,True,236.8857601568104,0.2727508544921875,0.5720800559898399,1
300,1765924467.0633247,raw,True,293.78000063888516,0.1475811004638672,0.7880530664845201,21
300,1765924467.0633247,highpass,True,221.07391199067945,0.1475811004638672,0.9048730518150194,2
300,1765924467.0633247,dc_fft_swap,False,,,,4
300,1765924467.0633247,dc_detrend,True,276.24304217830786,0.1475811004638672,0.6967768365305582,19
300,1765924467.0633247,dc_despike,True,312.22439828619713,0.1475811004638672,0.890112055470057,23
300,1765924467.0633247,highpass_despike,True,230.42181119555033,0.1475811004638672,0.983014296316587,2
300,1765924697.3403356,raw,True,294.3650433202055,-0.1366138458251953,0.39595711604701883,33
300,1765924697.3403356,highpass,True,223.35618996397517,-0.1366138458251953,0.5213906165610007,2
300,1765924697.3403356,dc_fft_swap,False,,,,3
300,1765924697.3403356,dc_detrend,True,276.79316121207665,-0.1366138458251953,0.350095391357029,32
300,1765924697.3403356,dc_despike,True,312.8461717178458,-0.1366138458251953,0.44723663599820657,33
300,1765924697.3403356,highpass_despike,True,232.80059311297836,-0.1366138458251953,0.5664158403399546,2
300,1765924620.0625935,raw,True,289.56168298619974,-0.3483295440673828,0.9994632920501263,30
300,1765924620.0625935,highpass,True,232.04527407881895,-0.3483295440673828,1.5013947359866835,4
300,1765924620.0625935,dc_fft_swap,False,,,,3
300,1765924620.0625935,dc_detrend,True,272.2765335707847,-0.3483295440673828,0.8837004771388501,36
300,1765924620.0625935,dc_despike,True,307.74124188335986,-0.3483295440673828,1.1289015462146965,34
300,1765924620.0625935,highpass_despike,True,241.8570868500467,-0.3483295440673828,1.6310492250034316,3
